,0,1,2,3,4,5,6,7,x,y,label
46,580.0,629.0,815.0,896.0,927.0,1309.0,1609.0,1662.0,106.83501094071411,-6.198414510742804,non_water
47,513.0,543.0,601.0,720.0,850.0,1115.0,1890.0,2611.0,106.83482768571609,-6.198601622994742,non_water
48,522.0,551.0,621.0,745.0,890.0,1155.0,1968.0,2711.0,106.83483142984403,-6.1985974538046245,non_water
49,540.0,588.0,660.0,660.0,658.0,755.0,827.0,797.0,106.8340136992111,-6.197342021718671,non_water
50,278.0,250.0,326.0,316.0,336.0,558.0,749.0,748.0,106.83477355104351,-6.198356876561007,non_water
51,405.0,445.0,568.0,731.0,873.0,1418.0,1951.0,2037.0,106.83489197074957,-6.197159969499725,non_water
52,466.0,552.0,722.0,1016.0,1122.0,1443.0,1698.0,1703.0,106.83461858123415,-6.197123823476786,non_water
53,882.0,995.0,1280.0,2175.0,2664.0,3296.0,3247.0,3188.0,106.83511275139813,-6.19866901828497,non_water
54,550.0,608.0,909.0,919.0,942.0,1572.0,1955.0,1998.0,106.8352423316511,-6.197487022402424,non_water
55,530.0,571.0,780.0,1208.0,1507.0,2058.0,2577.0,2878.0,106.83546562993607,-6.197821988560486,non_water
56,358.0,374.0,535.0,471.0,401.0,1599.0,2468.0,2506.0,106.83516175058622,-6.198407775039721,non_water
57,681.0,841.0,1054.0,1325.0,1454.0,1590.0,1650.0,1729.0,106.83525165775484,-6.197532080944421,non_water
58,556.0,634.0,904.0,962.0,942.0,1762.0,2509.0,2715.0,106.83442071226965,-6.197262920224057,non_water
59,822.0,929.0,1215.0,2274.0,2900.0,3656.0,3490.0,3490.0,106.8351215106873,-6.198595205774279,non_water
60,692.0,738.0,814.0,903.0,914.0,968.0,1019.0,917.0,106.83542485098563,-6.197535816491066,non_water
61,480.0,521.0,586.0,596.0,619.0,716.0,824.0,796.0,106.83534979828217,-6.19759894556028,non_water
62,386.0,396.0,541.0,505.0,482.0,1333.0,2262.0,2315.0,106.83405211101177,-6.197317234089142,non_water
63,453.0,521.0,640.0,665.0,752.0,886.0,1006.0,1007.0,106.83535521894753,-6.19742183078645,non_water
64,457.0,496.0,592.0,646.0,646.0,901.0,1165.0,1159.0,106.835486026774,-6.197477612863509,non_water
65,690.0,721.0,964.0,965.0,919.0,1919.0,2827.0,3019.0,106.83556512161383,-6.197575498973486,non_water
66,233.0,249.0,335.0,342.0,334.0,759.0,1084.0,1132.0,106.83413029258125,-6.197322680514341,non_water
67,293.0,311.0,390.0,497.0,469.0,717.0,889.0,948.0,106.83383930606956,-6.197492671727343,non_water
68,281.0,300.0,427.0,384.0,366.0,1013.0,1563.0,1662.0,106.83406829714187,-6.197815247258342,non_water
69,532.0,582.0,720.0,936.0,919.0,1350.0,1625.0,1721.0,106.83448208858447,-6.19712287945439,non_water
70,437.0,541.0,852.0,797.0,703.0,1923.0,2793.0,3069.0,106.83448053948213,-6.1971869080447926,non_water
71,629.0,714.0,1020.0,1653.0,1820.0,2131.0,2240.0,2231.0,106.8346163814126,-6.198545166595222,non_water
72,733.0,830.0,1049.0,1249.0,1358.0,1754.0,2189.0,2358.0,106.83390364092142,-6.197556494020022,non_water
73,615.0,722.0,807.0,895.0,923.0,970.0,1159.0,1250.0,106.83403235644887,-6.197912305582645,non_water
74,327.0,320.0,359.0,379.0,373.0,442.0,557.0,474.0,106.83531139703943,-6.197591850305186,non_water
75,427.0,494.0,648.0,637.0,658.0,1003.0,1257.0,1327.0,106.8348338211018,-6.198460316298258,non_water
76,363.0,380.0,596.0,508.0,426.0,1986.0,3492.0,3736.0,106.83551797847547,-6.197591911882218,non_water
77,415.0,449.0,629.0,742.0,806.0,1342.0,1864.0,1932.0,106.83436458351066,-6.197264605286105,non_water
78,538.0,608.0,771.0,1014.0,1126.0,1531.0,1909.0,1951.0,106.83408003172514,-6.197610850299982,non_water
79,400.0,455.0,732.0,641.0,532.0,2085.0,3395.0,3532.0,106.8341809592035,-6.197461825033787,non_water
80,706.0,835.0,994.0,1093.0,1132.0,1298.0,1437.0,1466.0,106.83464466790268,-6.198466949787903,non_water
81,1090.0,1365.0,1549.0,1669.0,1713.0,1686.0,1794.0,1735.0,106.8339968063593,-6.197926648189109,non_water
82,448.0,423.0,461.0,482.0,517.0,544.0,596.0,543.0,106.83531025709219,-6.1974715446114015,non_water
83,315.0,356.0,425.0,441.0,456.0,549.0,616.0,588.0,106.83404293377261,-6.197961511604285,non_water
84,831.0,873.0,1114.0,1160.0,1182.0,1953.0,2648.0,2822.0,106.83502895090194,-6.198444410285635,non_water
85,454.0,480.0,630.0,666.0,692.0,1270.0,1736.0,1674.0,106.83379160912628,-6.19763278381031,non_water
86,948.0,1071.0,1354.0,2105.0,2267.0,2538.0,2529.0,2471.0,106.83398214335533,-6.197538398040394,non_water
87,538.0,508.0,718.0,694.0,614.0,1922.0,3176.0,3311.0,106.83564814165115,-6.19764458762357,non_water
88,331.0,350.0,539.0,497.0,451.0,1403.0,2257.0,2415.0,106.83452978587994,-6.197155532780198,non_water
89,281.0,341.0,519.0,456.0,381.0,1735.0,2952.0,3070.0,106.83453574471045,-6.197242703874777,non_water
90,628.0,638.0,792.0,783.0,732.0,1808.0,2869.0,2931.0,106.83562701543315,-6.197652987850138,non_water
91,511.0,604.0,978.0,911.0,799.0,2282.0,3386.0,3680.0,106.8344664741535,-6.197179256622661,non_water
92,555.0,659.0,935.0,935.0,929.0,1887.0,2625.0,2780.0,106.83488102373876,-6.198412273234446,non_water
93,511.0,580.0,675.0,829.0,895.0,1001.0,1062.0,993.0,106.8340362910911,-6.1973908727160305,non_water
94,363.0,355.0,498.0,499.0,469.0,1073.0,1575.0,1597.0,106.83386840432756,-6.197623297934775,non_water
95,613.0,639.0,783.0,1166.0,1434.0,1837.0,2182.0,2263.0,106.83493073220608,-6.197158773424109,non_water
96,386.0,437.0,604.0,612.0,586.0,1254.0,1626.0,1665.0,106.83391940627541,-6.197639110079516,non_water
97,443.0,485.0,566.0,609.0,652.0,735.0,918.0,1042.0,106.83397332552038,-6.197865287772181,non_water
98,476.0,496.0,622.0,661.0,684.0,785.0,976.0,1072.0,106.8354175408939,-6.197632489937266,non_water
99,594.0,677.0,810.0,904.0,963.0,1075.0,1345.0,1483.0,106.83481833506231,-6.19712015506652,non_water
